"Type","BuyAmount","BuyCurrency","SellAmount","SellCurrency","FeeAmount","FeeCurrency","Exchange","ExchangeId","Group","Import","Comment","Date","NOKEquivalent","UpdatedAt"
"Trade","0","USD","0.75124801","USDLOSS","0","USD","ftx","687790612-2","","ftx","","2021-10-03T10:00:00.000Z","","2022-03-27T20:43:38.350Z"
"Trade","0.75124801","USDLOSS","0.75124801","USD","0","USD","ftx","687790612-1","","ftx","","2021-10-03T10:00:00.000Z","kr 6,66","2022-03-27T20:43:38.350Z"
"Trade","0","USD","1.11546789","USDLOSS","0","USD","ftx","687953461-2","","ftx","","2021-10-03T11:00:00.000Z","","2022-03-27T20:43:38.350Z"
"Trade","1.11546789","USDLOSS","1.11546789","USD","0","USD","ftx","687953461-1","","ftx","","2021-10-03T11:00:00.000Z","kr 9,89","2022-03-27T20:43:38.350Z"
"Trade","0","USD","1.53462144","USDLOSS","0","USD","ftx","688124460-2","","ftx","","2021-10-03T12:00:00.000Z","","2022-03-27T20:43:38.350Z"
"Trade","1.53462144","USDLOSS","1.53462144","USD","0","USD","ftx","688124460-1","","ftx","","2021-10-03T12:00:00.000Z","kr 13,61","2022-03-27T20:43:38.350Z"
"Trade","0","USD","1.36302454","USDLOSS","0","USD","ftx","688288331-2","","ftx","","2021-10-03T13:00:00.000Z","","2022-03-27T20:43:38.350Z"
"Trade","1.36302454","USDLOSS","1.36302454","USD","0","USD","ftx","688288331-1","","ftx","","2021-10-03T13:00:00.000Z","kr 12,08","2022-03-27T20:43:38.350Z"
"Trade","1.25350949","USDLOSS","1.25350949","USD","0","USD","ftx","688456904-1","","ftx","","2021-10-03T14:00:00.000Z","kr 11,11","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.25350949","USDLOSS","0","USD","ftx","688456904-2","","ftx","","2021-10-03T14:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.58146969","USDLOSS","1.58146969","USD","0","USD","ftx","688628390-1","","ftx","","2021-10-03T15:00:00.000Z","kr 14,02","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.58146969","USDLOSS","0","USD","ftx","688628390-2","","ftx","","2021-10-03T15:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.80023324","USDLOSS","0","USD","ftx","688798985-2","","ftx","","2021-10-03T16:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.80023324","USDLOSS","0.80023324","USD","0","USD","ftx","688798985-1","","ftx","","2021-10-03T16:00:00.000Z","kr 7,10","2022-03-27T20:43:38.427Z"
"Trade","1.07591921","USDLOSS","1.07591921","USD","0","USD","ftx","688965831-1","","ftx","","2021-10-03T17:00:00.000Z","kr 9,54","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.07591921","USDLOSS","0","USD","ftx","688965831-2","","ftx","","2021-10-03T17:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.8949196","USDLOSS","0.8949196","USD","0","USD","ftx","689136775-1","","ftx","","2021-10-03T18:00:00.000Z","kr 7,93","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.8949196","USDLOSS","0","USD","ftx","689136775-2","","ftx","","2021-10-03T18:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.38755469","USDLOSS","1.38755469","USD","0","USD","ftx","689307695-1","","ftx","","2021-10-03T19:00:00.000Z","kr 12,30","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.38755469","USDLOSS","0","USD","ftx","689307695-2","","ftx","","2021-10-03T19:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.36065955","USDLOSS","1.36065955","USD","0","USD","ftx","689478194-1","","ftx","","2021-10-03T20:00:00.000Z","kr 12,06","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.36065955","USDLOSS","0","USD","ftx","689478194-2","","ftx","","2021-10-03T20:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.7460248","USDLOSS","0.7460248","USD","0","USD","ftx","689646845-1","","ftx","","2021-10-03T21:00:00.000Z","kr 6,61","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.7460248","USDLOSS","0","USD","ftx","689646845-2","","ftx","","2021-10-03T21:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.42122284","USDLOSS","0.42122284","USD","0","USD","ftx","689815325-1","","ftx","","2021-10-03T22:00:00.000Z","kr 3,73","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.42122284","USDLOSS","0","USD","ftx","689815325-2","","ftx","","2021-10-03T22:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.89112012","USDLOSS","0.89112012","USD","0","USD","ftx","689982061-1","","ftx","","2021-10-03T23:00:00.000Z","kr 7,90","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.89112012","USDLOSS","0","USD","ftx","689982061-2","","ftx","","2021-10-03T23:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.01681311","USDLOSS","0","USD","ftx","690150283-2","","ftx","","2021-10-04T00:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.01681311","USDLOSS","1.01681311","USD","0","USD","ftx","690150283-1","","ftx","","2021-10-04T00:00:00.000Z","kr 9,02","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.92094979","USDLOSS","0","USD","ftx","690318469-2","","ftx","","2021-10-04T01:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.92094979","USDLOSS","0.92094979","USD","0","USD","ftx","690318469-1","","ftx","","2021-10-04T01:00:00.000Z","kr 8,17","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.58258687","USDLOSS","0","USD","ftx","690486573-2","","ftx","","2021-10-04T02:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.58258687","USDLOSS","0.58258687","USD","0","USD","ftx","690486573-1","","ftx","","2021-10-04T02:00:00.000Z","kr 5,17","2022-03-27T20:43:38.427Z"
"Trade","0.18552648","USDLOSS","0.18552648","USD","0","USD","ftx","690654204-1","","ftx","","2021-10-04T03:00:00.000Z","kr 1,64","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.18552648","USDLOSS","0","USD","ftx","690654204-2","","ftx","","2021-10-04T03:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.22772939","USDLOSS","0.22772939","USD","0","USD","ftx","690820175-1","","ftx","","2021-10-04T04:00:00.000Z","kr 2,02","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.22772939","USDLOSS","0","USD","ftx","690820175-2","","ftx","","2021-10-04T04:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.12362894","USDLOSS","0","USD","ftx","690985653-2","","ftx","","2021-10-04T05:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.12362894","USDLOSS","0.12362894","USD","0","USD","ftx","690985653-1","","ftx","","2021-10-04T05:00:00.000Z","kr 1,10","2022-03-27T20:43:38.427Z"
"Trade","0.16494443","USDLOSS","0.16494443","USD","0","USD","ftx","691146677-1","","ftx","","2021-10-04T06:00:00.000Z","kr 1,46","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.16494443","USDLOSS","0","USD","ftx","691146677-2","","ftx","","2021-10-04T06:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.22552595","USDLOSS","0.22552595","USD","0","USD","ftx","691315275-1","","ftx","","2021-10-04T07:00:00.000Z","kr 2,00","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.22552595","USDLOSS","0","USD","ftx","691315275-2","","ftx","","2021-10-04T07:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.90455431","USDLOSS","0.90455431","USD","0","USD","ftx","691483564-1","","ftx","","2021-10-04T08:00:00.000Z","kr 8,02","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.90455431","USDLOSS","0","USD","ftx","691483564-2","","ftx","","2021-10-04T08:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.49337849","USDLOSS","0","USD","ftx","691650065-2","","ftx","","2021-10-04T09:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.49337849","USDLOSS","0.49337849","USD","0","USD","ftx","691650065-1","","ftx","","2021-10-04T09:00:00.000Z","kr 4,37","2022-03-27T20:43:38.427Z"
"Trade","0.59625491","USDLOSS","0.59625491","USD","0","USD","ftx","691820462-1","","ftx","","2021-10-04T10:00:00.000Z","kr 5,29","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.59625491","USDLOSS","0","USD","ftx","691820462-2","","ftx","","2021-10-04T10:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.8579716","USDLOSS","0.8579716","USD","0","USD","ftx","691986835-1","","ftx","","2021-10-04T11:00:00.000Z","kr 7,61","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.8579716","USDLOSS","0","USD","ftx","691986835-2","","ftx","","2021-10-04T11:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.2837634","USDLOSS","0.2837634","USD","0","USD","ftx","692155294-1","","ftx","","2021-10-04T12:00:00.000Z","kr 2,52","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.2837634","USDLOSS","0","USD","ftx","692155294-2","","ftx","","2021-10-04T12:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.73917048","USDLOSS","0.73917048","USD","0","USD","ftx","692326473-1","","ftx","","2021-10-04T13:00:00.000Z","kr 6,55","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.73917048","USDLOSS","0","USD","ftx","692326473-2","","ftx","","2021-10-04T13:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.9247385","USDLOSS","0","USD","ftx","692498010-2","","ftx","","2021-10-04T14:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.9247385","USDLOSS","0.9247385","USD","0","USD","ftx","692498010-1","","ftx","","2021-10-04T14:00:00.000Z","kr 8,20","2022-03-27T20:43:38.427Z"
"Trade","0.46380483","USDLOSS","0.46380483","USD","0","USD","ftx","692666774-1","","ftx","","2021-10-04T15:00:00.000Z","kr 4,11","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.46380483","USDLOSS","0","USD","ftx","692666774-2","","ftx","","2021-10-04T15:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.24175989","USDLOSS","0","USD","ftx","692830843-2","","ftx","","2021-10-04T16:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.24175989","USDLOSS","0.24175989","USD","0","USD","ftx","692830843-1","","ftx","","2021-10-04T16:00:00.000Z","kr 2,14","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.86683706","USDLOSS","0","USD","ftx","692998945-2","","ftx","","2021-10-04T17:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.86683706","USDLOSS","0.86683706","USD","0","USD","ftx","692998945-1","","ftx","","2021-10-04T17:00:00.000Z","kr 7,69","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.68106595","USDLOSS","0","USD","ftx","693167193-2","","ftx","","2021-10-04T18:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.68106595","USDLOSS","0.68106595","USD","0","USD","ftx","693167193-1","","ftx","","2021-10-04T18:00:00.000Z","kr 6,04","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.72060878","USDLOSS","0","USD","ftx","693339594-2","","ftx","","2021-10-04T19:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.72060878","USDLOSS","0.72060878","USD","0","USD","ftx","693339594-1","","ftx","","2021-10-04T19:00:00.000Z","kr 6,39","2022-03-27T20:43:38.427Z"
"Trade","0.73676673","USDLOSS","0.73676673","USD","0","USD","ftx","693507706-1","","ftx","","2021-10-04T20:00:00.000Z","kr 6,53","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.73676673","USDLOSS","0","USD","ftx","693507706-2","","ftx","","2021-10-04T20:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.66091006","USDLOSS","0.66091006","USD","0","USD","ftx","693676294-1","","ftx","","2021-10-04T21:00:00.000Z","kr 5,86","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.66091006","USDLOSS","0","USD","ftx","693676294-2","","ftx","","2021-10-04T21:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.00012876336","BTC","0.5912","KCS","2.5752672e-7","BTC","kucoin","615b75034f42a84f97978403","","kucoin","","2021-10-04T21:41:23.000Z","kr 55,12","2021-11-27T15:24:35.043Z"
"Trade","0.09615687","AVAX","0.0001283799987057","BTC","1.283799987057e-7","BTC","kucoin","615b75204f42a874c1ad49ce","","kucoin","","2021-10-04T21:41:52.000Z","kr 58,80","2021-11-27T15:24:34.943Z"
"Trade","0.18061652","USDLOSS","0.18061652","USD","0","USD","ftx","693845900-1","","ftx","","2021-10-04T22:00:00.000Z","kr 1,60","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.18061652","USDLOSS","0","USD","ftx","693845900-2","","ftx","","2021-10-04T22:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.18048082","USDPROFIT","0","USD","0","USD","ftx","694014850-1","","ftx","","2021-10-04T23:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.18048082","USD","0.18048082","USDPROFIT","0","USD","ftx","694014850-2","","ftx","","2021-10-04T23:00:00.000Z","kr 1,60","2022-03-27T20:43:38.427Z"
"Trade","0.04003792","USDPROFIT","0","USD","0","USD","ftx","694186878-1","","ftx","","2021-10-05T00:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.04003792","USD","0.04003792","USDPROFIT","0","USD","ftx","694186878-2","","ftx","","2021-10-05T00:00:00.000Z","kr 0,35","2022-03-27T20:43:38.427Z"
"Trade","0.08051894","USDLOSS","0.08051894","USD","0","USD","ftx","694354771-1","","ftx","","2021-10-05T01:00:00.000Z","kr 0,71","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.08051894","USDLOSS","0","USD","ftx","694354771-2","","ftx","","2021-10-05T01:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.26272257","USDLOSS","0.26272257","USD","0","USD","ftx","694526797-1","","ftx","","2021-10-05T02:00:00.000Z","kr 2,33","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.26272257","USDLOSS","0","USD","ftx","694526797-2","","ftx","","2021-10-05T02:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.17884139","USDLOSS","0","USD","ftx","694698490-2","","ftx","","2021-10-05T03:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.17884139","USDLOSS","0.17884139","USD","0","USD","ftx","694698490-1","","ftx","","2021-10-05T03:00:00.000Z","kr 1,59","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.53918271","USDLOSS","0","USD","ftx","694868655-2","","ftx","","2021-10-05T04:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.53918271","USDLOSS","0.53918271","USD","0","USD","ftx","694868655-1","","ftx","","2021-10-05T04:00:00.000Z","kr 4,78","2022-03-27T20:43:38.427Z"
"Trade","0.56149588","USDLOSS","0.56149588","USD","0","USD","ftx","695038485-1","","ftx","","2021-10-05T05:00:00.000Z","kr 4,98","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.56149588","USDLOSS","0","USD","ftx","695038485-2","","ftx","","2021-10-05T05:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.84152011","USDLOSS","0.84152011","USD","0","USD","ftx","695213210-1","","ftx","","2021-10-05T06:00:00.000Z","kr 7,46","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.84152011","USDLOSS","0","USD","ftx","695213210-2","","ftx","","2021-10-05T06:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.78690767","USDLOSS","0.78690767","USD","0","USD","ftx","695382848-1","","ftx","","2021-10-05T07:00:00.000Z","kr 6,98","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.78690767","USDLOSS","0","USD","ftx","695382848-2","","ftx","","2021-10-05T07:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.91481056","USDLOSS","0.91481056","USD","0","USD","ftx","695557264-1","","ftx","","2021-10-05T08:00:00.000Z","kr 8,11","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.91481056","USDLOSS","0","USD","ftx","695557264-2","","ftx","","2021-10-05T08:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.89278909","USDLOSS","0","USD","ftx","695733460-2","","ftx","","2021-10-05T09:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.89278909","USDLOSS","0.89278909","USD","0","USD","ftx","695733460-1","","ftx","","2021-10-05T09:00:00.000Z","kr 7,92","2022-03-27T20:43:38.427Z"
"Trade","0.82849825","USDLOSS","0.82849825","USD","0","USD","ftx","695909526-1","","ftx","","2021-10-05T10:00:00.000Z","kr 7,35","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.82849825","USDLOSS","0","USD","ftx","695909526-2","","ftx","","2021-10-05T10:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.91683215","USDLOSS","0.91683215","USD","0","USD","ftx","696084848-1","","ftx","","2021-10-05T11:00:00.000Z","kr 8,13","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.91683215","USDLOSS","0","USD","ftx","696084848-2","","ftx","","2021-10-05T11:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.75109601","USDLOSS","0.75109601","USD","0","USD","ftx","696264185-1","","ftx","","2021-10-05T12:00:00.000Z","kr 6,66","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.75109601","USDLOSS","0","USD","ftx","696264185-2","","ftx","","2021-10-05T12:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.7066192","USDLOSS","0","USD","ftx","696441967-2","","ftx","","2021-10-05T13:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.7066192","USDLOSS","0.7066192","USD","0","USD","ftx","696441967-1","","ftx","","2021-10-05T13:00:00.000Z","kr 6,27","2022-03-27T20:43:38.427Z"
"Trade","0.74390075","USDLOSS","0.74390075","USD","0","USD","ftx","696616984-1","","ftx","","2021-10-05T14:00:00.000Z","kr 6,60","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.74390075","USDLOSS","0","USD","ftx","696616984-2","","ftx","","2021-10-05T14:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.32026606","USDLOSS","0","USD","ftx","696796000-2","","ftx","","2021-10-05T15:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.32026606","USDLOSS","0.32026606","USD","0","USD","ftx","696796000-1","","ftx","","2021-10-05T15:00:00.000Z","kr 2,84","2022-03-27T20:43:38.427Z"
"Trade","0.62559102","USDLOSS","0.62559102","USD","0","USD","ftx","696970825-1","","ftx","","2021-10-05T16:00:00.000Z","kr 5,55","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.62559102","USDLOSS","0","USD","ftx","696970825-2","","ftx","","2021-10-05T16:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.70227233","USDLOSS","0","USD","ftx","697144248-2","","ftx","","2021-10-05T17:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.70227233","USDLOSS","0.70227233","USD","0","USD","ftx","697144248-1","","ftx","","2021-10-05T17:00:00.000Z","kr 6,23","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.0976619","USDLOSS","0","USD","ftx","697320778-2","","ftx","","2021-10-05T18:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.0976619","USDLOSS","1.0976619","USD","0","USD","ftx","697320778-1","","ftx","","2021-10-05T18:00:00.000Z","kr 9,73","2022-03-27T20:43:38.427Z"
"Trade","1.05664857","USDLOSS","1.05664857","USD","0","USD","ftx","697497496-1","","ftx","","2021-10-05T19:00:00.000Z","kr 9,37","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.05664857","USDLOSS","0","USD","ftx","697497496-2","","ftx","","2021-10-05T19:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.05237831","USDLOSS","0","USD","ftx","697673371-2","","ftx","","2021-10-05T20:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.05237831","USDLOSS","1.05237831","USD","0","USD","ftx","697673371-1","","ftx","","2021-10-05T20:00:00.000Z","kr 9,33","2022-03-27T20:43:38.427Z"
"Trade","0.09977173","USDLOSS","0.09977173","USD","0","USD","ftx","697850429-1","","ftx","","2021-10-05T21:00:00.000Z","kr 0,88","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.09977173","USDLOSS","0","USD","ftx","697850429-2","","ftx","","2021-10-05T21:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.28300092","USDLOSS","0.28300092","USD","0","USD","ftx","698024709-1","","ftx","","2021-10-05T22:00:00.000Z","kr 2,51","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.28300092","USDLOSS","0","USD","ftx","698024709-2","","ftx","","2021-10-05T22:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.71996261","USDLOSS","0.71996261","USD","0","USD","ftx","698202009-1","","ftx","","2021-10-05T23:00:00.000Z","kr 6,38","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.71996261","USDLOSS","0","USD","ftx","698202009-2","","ftx","","2021-10-05T23:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.79992154","USDLOSS","0","USD","ftx","698378936-2","","ftx","","2021-10-06T00:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.79992154","USDLOSS","0.79992154","USD","0","USD","ftx","698378936-1","","ftx","","2021-10-06T00:00:00.000Z","kr 7,09","2022-03-27T20:43:38.427Z"
"Trade","0.88359624","USDLOSS","0.88359624","USD","0","USD","ftx","698560782-1","","ftx","","2021-10-06T01:00:00.000Z","kr 7,83","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.88359624","USDLOSS","0","USD","ftx","698560782-2","","ftx","","2021-10-06T01:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.75061815","USDLOSS","0.75061815","USD","0","USD","ftx","698737437-1","","ftx","","2021-10-06T02:00:00.000Z","kr 6,66","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.75061815","USDLOSS","0","USD","ftx","698737437-2","","ftx","","2021-10-06T02:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","1.44699802","USDLOSS","1.44699802","USD","0","USD","ftx","698912456-1","","ftx","","2021-10-06T03:00:00.000Z","kr 12,83","2022-03-27T20:43:38.427Z"
"Trade","0","USD","1.44699802","USDLOSS","0","USD","ftx","698912456-2","","ftx","","2021-10-06T03:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.95394077","USDLOSS","0","USD","ftx","699089604-2","","ftx","","2021-10-06T04:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.95394077","USDLOSS","0.95394077","USD","0","USD","ftx","699089604-1","","ftx","","2021-10-06T04:00:00.000Z","kr 8,46","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.84390048","USDLOSS","0","USD","ftx","699266206-2","","ftx","","2021-10-06T05:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.84390048","USDLOSS","0.84390048","USD","0","USD","ftx","699266206-1","","ftx","","2021-10-06T05:00:00.000Z","kr 7,48","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.61630587","USDLOSS","0","USD","ftx","699439934-2","","ftx","","2021-10-06T06:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.61630587","USDLOSS","0.61630587","USD","0","USD","ftx","699439934-1","","ftx","","2021-10-06T06:00:00.000Z","kr 5,46","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.7329974","USDLOSS","0","USD","ftx","699614748-2","","ftx","","2021-10-06T07:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.7329974","USDLOSS","0.7329974","USD","0","USD","ftx","699614748-1","","ftx","","2021-10-06T07:00:00.000Z","kr 6,50","2022-03-27T20:43:38.427Z"
"Trade","0.58835655","USDLOSS","0.58835655","USD","0","USD","ftx","699787704-1","","ftx","","2021-10-06T08:00:00.000Z","kr 5,22","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.58835655","USDLOSS","0","USD","ftx","699787704-2","","ftx","","2021-10-06T08:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.18677978","USDLOSS","0","USD","ftx","699960422-2","","ftx","","2021-10-06T09:00:00.000Z","","2022-03-27T20:43:38.427Z"
"Trade","0.18677978","USDLOSS","0.18677978","USD","0","USD","ftx","699960422-1","","ftx","","2021-10-06T09:00:00.000Z","kr 1,66","2022-03-27T20:43:38.427Z"
"Trade","0","USD","0.16474566","USDLOSS","0","USD","ftx","700129629-2","","ftx","","2021-10-06T10:00:00.000Z","","2022-03-27T20:43:38.428Z"
